import time: self [us] | cumulative | imported package
import time:       964 |        964 |       neo4j.exceptions
import time:       728 |       3073 |     neo4j._api
import time:       174 |        174 |       neo4j._async
import time:       177 |        177 |               neo4j._debug._config
import time:       449 |        449 |               neo4j._debug._notification_printer
import time:       169 |        793 |             neo4j._debug
import time:       405 |       1198 |           neo4j.warnings
import time:       235 |       1432 |         neo4j._warnings
import time:       749 |       2181 |       neo4j._conf
import time:       475 |        475 |         neo4j._work.eager_result
import time:       325 |        325 |         neo4j._work.query
import time:       180 |        180 |           neo4j._exceptions
import time:      1193 |       1372 |         neo4j._work.summary
import time:       243 |       2414 |       neo4j._work
import time:        92 |         92 |             neo4j._async_compat
import time:       200 |        200 |               neo4j._async_compat.shims._wait_for
import time:       138 |        338 |             neo4j._async_compat.shims
import time:       565 |        993 |           neo4j._async_compat.concurrency
import time:       723 |        723 |           neo4j._auth_management
import time:       383 |       2098 |         neo4j._async.auth_management
import time:       258 |        258 |           neo4j._sync
import time:       385 |        642 |         neo4j._sync.auth_management
import time:       123 |       2862 |       neo4j.auth_management
import time:       247 |        247 |         neo4j._async_compat.util
import time:       254 |        501 |       neo4j._async.bookmark_manager
import time:       269 |        269 |       neo4j._async.config
import time:       197 |        197 |             neo4j._codec
import time:       450 |        450 |               neo4j.graph
import time:        17 |         17 |                       neo4j._rust
import time:         9 |         25 |                     neo4j._rust.codec
import time:         8 |         32 |                   neo4j._rust.codec.packstream
import time:       276 |        276 |                     neo4j._codec.packstream._python._common
import time:       166 |        441 |                   neo4j._codec.packstream._python
import time:       243 |        716 |                 neo4j._codec.packstream._common
import time:       241 |        956 |               neo4j._codec.packstream
import time:       556 |       1961 |             neo4j._codec.hydration._common
import time:       228 |        228 |             neo4j._codec.hydration._interface
import time:       255 |       2639 |           neo4j._codec.hydration
import time:       380 |        380 |             neo4j.spatial
import time:       279 |        279 |               neo4j.time._arithmetic
import time:       238 |        238 |               neo4j.time._metaclasses
import time:     57112 |      57628 |             neo4j.time
import time:       368 |      58375 |           neo4j._data
import time:       268 |        268 |               neo4j._meta
import time:       422 |        690 |             neo4j._async._debug._concurrency_check
import time:       569 |       1258 |           neo4j._async._debug
import time:       247 |        247 |               neo4j._io
import time:        39 |         39 |                       pandas
import time:        28 |         28 |                       pyarrow
import time:       236 |        301 |                     neo4j._optional_deps
import time:        15 |         15 |                         neo4j._rust
import time:         8 |         23 |                       neo4j._rust.vector
import time:       741 |        763 |                     neo4j.vector
import time:       227 |        227 |                     neo4j._codec.hydration.v1.spatial
import time:       307 |        307 |                     neo4j._codec.hydration.v1.temporal
import time:       155 |        155 |                     neo4j._codec.hydration.v1.vector
import time:       373 |       2124 |                   neo4j._codec.hydration.v1.hydration_handler
import time:       175 |       2299 |                 neo4j._codec.hydration.v1
import time:       161 |        161 |                   neo4j._codec.packstream.v1.types
import time:        20 |         20 |                         neo4j._rust
import time:        10 |         29 |                       neo4j._rust.codec
import time:         7 |         35 |                     neo4j._rust.codec.packstream
import time:         8 |         43 |                   neo4j._rust.codec.packstream.v1
import time:     11043 |      11246 |                 neo4j._codec.packstream.v1
import time:       458 |        458 |                 neo4j._deadline
import time:       319 |        319 |                 neo4j._sync.config
import time:       869 |        869 |                     neo4j._async_compat.network._bolt_socket
import time:       873 |        873 |                     neo4j._async_compat.network._util
import time:       397 |       2138 |                   neo4j._async_compat.network
import time:      1116 |       3254 |                 neo4j._async.io._bolt_socket
import time:       409 |        409 |                 neo4j._async.io._common
import time:       557 |      18539 |               neo4j._async.io._bolt
import time:       542 |      19326 |             neo4j._async.io._bolt3
import time:       559 |        559 |             neo4j._async.io._bolt4
import time:      1041 |       1041 |                   neo4j._codec.hydration.v2.temporal
import time:       358 |       1399 |                 neo4j._codec.hydration.v2.hydration_handler
import time:       246 |       1645 |               neo4j._codec.hydration.v2
import time:       680 |       2325 |             neo4j._async.io._bolt5
import time:       187 |        187 |                       neo4j.types._unsupported
import time:       599 |        785 |                     neo4j.types
import time:       197 |        982 |                   neo4j._codec.hydration.v3.unsupported
import time:       101 |        101 |                   neo4j._codec.hydration.v3.vector
import time:       183 |       1265 |                 neo4j._codec.hydration.v3.hydration_handler
import time:       213 |       1477 |               neo4j._codec.hydration.v3
import time:       265 |       1742 |             neo4j._async.io._bolt6
import time:       247 |        247 |               neo4j._routing
import time:       196 |        196 |               neo4j._async.home_db_cache
import time:      1342 |       1784 |             neo4j._async.io._pool
import time:       299 |      26032 |           neo4j._async.io
import time:       560 |      88862 |         neo4j._async.work.result
import time:       157 |        157 |             neo4j._util._context_bool
import time:       124 |        281 |           neo4j._util
import time:       288 |        288 |           neo4j._async.work.transaction
import time:       308 |        308 |           neo4j._async.work.workspace
import time:       437 |       1314 |         neo4j._async.work.session
import time:       194 |      90369 |       neo4j._async.work
import time:       720 |      99485 |     neo4j._async.driver
import time:       120 |        120 |       neo4j._sync.bookmark_manager
import time:       350 |        350 |             neo4j._sync._debug._concurrency_check
import time:        89 |        438 |           neo4j._sync._debug
import time:       808 |        808 |                 neo4j._sync.io._bolt_socket
import time:       376 |        376 |                 neo4j._sync.io._common
import time:       467 |       1650 |               neo4j._sync.io._bolt
import time:       489 |       2138 |             neo4j._sync.io._bolt3
import time:       414 |        414 |             neo4j._sync.io._bolt4
import time:       549 |        549 |             neo4j._sync.io._bolt5
import time:       302 |        302 |             neo4j._sync.io._bolt6
import time:       133 |        133 |               neo4j._sync.home_db_cache
import time:      1078 |       1211 |             neo4j._sync.io._pool
import time:       142 |       4754 |           neo4j._sync.io
import time:       443 |       5634 |         neo4j._sync.work.result
import time:       253 |        253 |           neo4j._sync.work.transaction
import time:       278 |        278 |           neo4j._sync.work.workspace
import time:       347 |        877 |         neo4j._sync.work.session
import time:        92 |       6602 |       neo4j._sync.work
import time:       499 |       7220 |     neo4j._sync.driver
import time:       338 |     110315 |   neo4j
import time:       421 |     111025 | graph.neo4j_client
import time:       166 |        166 |   ingestion
import time:       238 |        238 |     embeddings
import time:       328 |        566 |   embeddings.embedder
import time:       354 |        354 |     langchain_community.vectorstores
import time:       104 |        104 |     langchain_core.vectorstores
import time:      1090 |       1090 |     langchain_core.retrievers
import time:       323 |        323 |       langchain_community.docstore
import time:       290 |        613 |     langchain_community.docstore.base
import time:       104 |        104 |     langchain_community.docstore.in_memory
import time:       218 |        218 |         langchain_community.utils
import time:       302 |        520 |       langchain_community.utils.math
import time:       230 |        749 |     langchain_community.vectorstores.utils
import time:      1764 |       4775 |   embeddings.faiss_store
import time:       205 |        205 |     graph.graph_queries
import time:       177 |        177 |     graph.schema
import time:       259 |        640 |   embeddings.neo4j_vector_store
import time:       215 |        215 |       langchain_core.prompts
import time:      1586 |       1586 |       langchain_core.prompts.base
import time:       114 |        114 |           langchain_core.utils.formatting
import time:      1069 |       1183 |         langchain_core.prompts.string
import time:       977 |       2159 |       langchain_core.prompts.dict
import time:      1311 |       1311 |       langchain_core.prompts.image
import time:       297 |        297 |       langchain_core.prompts.message
import time:       804 |        804 |       langchain_core.prompts.prompt
import time:       194 |        194 |           xml.etree
import time:       444 |        444 |           xml.etree.ElementPath
import time:      1532 |       1532 |             pyexpat
import time:      1574 |       3105 |           _elementtree
import time:       888 |       4630 |         xml.etree.ElementTree
import time:      1124 |       5754 |       ingestion.xml_parser
import time:      5528 |      17650 |     ingestion.relation_extractor
import time:       925 |      18574 |   graph.graph_builder
import time:       510 |        510 |   ingestion.brat_parser
import time:      1049 |       1049 |       langchain_text_splitters.base
import time:       316 |        316 |       langchain_text_splitters.character
import time:        37 |         37 |         nltk
import time:        27 |         27 |         bs4
import time:        25 |         25 |         lxml
import time:       603 |        691 |       langchain_text_splitters.html
import time:       334 |        334 |       langchain_text_splitters.json
import time:       295 |        295 |       langchain_text_splitters.jsx
import time:        34 |         34 |         konlpy
import time:       191 |        224 |       langchain_text_splitters.konlpy
import time:       205 |        205 |       langchain_text_splitters.latex
import time:       638 |        638 |       langchain_text_splitters.markdown
import time:        32 |         32 |         nltk
import time:       268 |        299 |       langchain_text_splitters.nltk
import time:       213 |        213 |       langchain_text_splitters.python
import time:       383 |        383 |                 huggingface_hub.dataclasses
import time:       298 |        298 |                   transformers.generation
import time:       879 |        879 |                   transformers.generation.logits_process
import time:      1793 |       2969 |                 transformers.generation.configuration_utils
import time:       451 |        451 |                 transformers.modeling_rope_utils
import time:      1001 |       4803 |               transformers.configuration_utils
import time:       287 |        287 |               sentence_transformers.backend.utils
import time:       252 |       5341 |             sentence_transformers.backend.load
import time:       109 |        109 |             sentence_transformers.backend.optimize
import time:       269 |        269 |                 sentence_transformers.util.decorators
import time:       171 |        171 |                 sentence_transformers.util.distributed
import time:       118 |        118 |                 sentence_transformers.util.environment
import time:       254 |        254 |                 sentence_transformers.util.file_io
import time:       322 |        322 |                 sentence_transformers.util.hard_negatives
import time:       199 |        199 |                 sentence_transformers.util.logging
import time:       232 |        232 |                 sentence_transformers.util.misc
import time:       274 |        274 |                 sentence_transformers.util.quantization
import time:       327 |        327 |                         sklearn._config
import time:      1885 |       1885 |                           sklearn.__check_build._check_build
import time:       186 |       2070 |                         sklearn.__check_build
import time:       204 |        204 |                         sklearn._distributor_init
import time:       499 |        499 |                           sklearn.exceptions
import time:       155 |        155 |                                   sklearn.utils._bunch
import time:       581 |        735 |                                 sklearn.utils._metadata_requests
import time:       400 |       1135 |                               sklearn.utils.metadata_routing
import time:       283 |        283 |                                       scipy.__config__
import time:        89 |         89 |                                       scipy.version
import time:        16 |         16 |                                         scipy._distributor_init_local
import time:        91 |        107 |                                       scipy._distributor_init
import time:        29 |         29 |                                           cython
import time:       352 |        381 |                                         scipy._lib._testutils
import time:        86 |        466 |                                       scipy._lib
import time:      1003 |       1003 |                                       scipy._lib._pep440
import time:      1559 |       1559 |                                           scipy._cyutility
import time:      1640 |       3198 |                                         scipy._lib._ccallback_c
import time:       319 |       3516 |                                       scipy._lib._ccallback
import time:       279 |       5739 |                                     scipy
import time:       253 |        253 |                                               numpy._typing._add_docstring
import time:       244 |        496 |                                             numpy.typing
import time:       489 |        489 |                                                   scipy._lib.array_api_compat.common._typing
import time:       424 |        912 |                                                 scipy._lib.array_api_compat.common._helpers
import time:       142 |       1054 |                                               scipy._lib.array_api_compat.common
import time:       200 |       1253 |                                             scipy._lib.array_api_compat
import time:       179 |        179 |                                               scipy._lib.array_api_compat._internal
import time:       282 |        282 |                                                   numpy.polynomial.polyutils
import time:       468 |        468 |                                                   numpy.polynomial._polybase
import time:       579 |       1328 |                                                 numpy.polynomial.chebyshev
import time:       408 |        408 |                                                 numpy.polynomial.hermite
import time:       310 |        310 |                                                 numpy.polynomial.hermite_e
import time:       324 |        324 |                                                 numpy.polynomial.laguerre
import time:       332 |        332 |                                                 numpy.polynomial.legendre
import time:       362 |        362 |                                                 numpy.polynomial.polynomial
import time:       212 |       3274 |                                               numpy.polynomial
import time:       470 |        470 |                                                   numpy._core.strings
import time:       250 |        250 |                                                   numpy.strings
import time:       551 |       1269 |                                                 numpy._core.defchararray
import time:       397 |       1665 |                                               numpy.char
import time:      3075 |       3075 |                                                 numpy.ma.core
import time:       759 |        759 |                                                 numpy.ma.extras
import time:       348 |       4181 |                                               numpy.ma
import time:       234 |        234 |                                               numpy.rec
import time:       172 |        172 |                                                 numpy.f2py.diagnose
import time:       246 |        246 |                                                   numpy.f2py._backends
import time:        92 |         92 |                                                   numpy.f2py.__version__
import time:       348 |        348 |                                                     numpy.f2py.cfuncs
import time:       801 |       1148 |                                                   numpy.f2py.auxfuncs
import time:       987 |        987 |                                                     numpy.f2py.cb_rules
import time:       120 |        120 |                                                     numpy.f2py._isocbind
import time:       313 |        313 |                                                       fileinput
import time:       765 |        765 |                                                       numpy.f2py.symbolic
import time:      7051 |       8127 |                                                     numpy.f2py.crackfortran
import time:       659 |       9892 |                                                   numpy.f2py.capi_maps
import time:       280 |        280 |                                                     numpy.f2py.func2subr
import time:       406 |        686 |                                                   numpy.f2py.f90mod_rules
import time:       205 |        205 |                                                     numpy.f2py.common_rules
import time:       150 |        150 |                                                     numpy.f2py.use_rules
import time:      2774 |       3129 |                                                   numpy.f2py.rules
import time:       378 |      15568 |                                                 numpy.f2py.f2py2e
import time:       217 |      15956 |                                               numpy.f2py
import time:      1665 |       1665 |                                                     numpy.random._common
import time:      1731 |       3395 |                                                   numpy.random.bit_generator
import time:      1853 |       5248 |                                                 numpy.random._bounded_integers
import time:      1556 |       1556 |                                                     numpy.random._pcg64
import time:      2101 |       3656 |                                                   numpy.random._generator
import time:      1679 |       1679 |                                                   numpy.random._mt19937
import time:      1635 |       1635 |                                                   numpy.random._philox
import time:      1650 |       1650 |                                                   numpy.random._sfc64
import time:      2135 |       2135 |                                                   numpy.random.mtrand
import time:       270 |      11023 |                                                 numpy.random._pickle
import time:       300 |      16569 |                                               numpy.random
import time:       255 |        255 |                                                 numpy.core._utils
import time:       581 |        836 |                                               numpy.core
import time:       445 |        445 |                                                 numpy.ctypeslib._ctypeslib
import time:      1482 |       1926 |                                               numpy.ctypeslib
import time:       206 |        206 |                                                 numpy.testing._private
import time:       490 |        490 |                                                 numpy.testing.overrides
import time:       261 |        261 |                                                 numpy.testing._private.extbuild
import time:       986 |        986 |                                                 numpy.testing._private.utils
import time:       272 |       2213 |                                               numpy.testing
import time:       365 |        365 |                                                 numpy.fft._helper
import time:      1662 |       1662 |                                                   numpy.fft._pocketfft_umath
import time:       438 |       2100 |                                                 numpy.fft._pocketfft
import time:       263 |       2727 |                                               numpy.fft
import time:       590 |        590 |                                                 scipy._lib.array_api_compat.common._aliases
import time:       125 |        125 |                                                 scipy._lib.array_api_compat.numpy._typing
import time:       645 |       1359 |                                               scipy._lib.array_api_compat.numpy._aliases
import time:       135 |        135 |                                               scipy._lib.array_api_compat.numpy._info
import time:       421 |        421 |                                                 scipy._lib.array_api_compat.common._linalg
import time:       394 |        814 |                                               scipy._lib.array_api_compat.numpy.linalg
import time:       258 |        258 |                                                 scipy._lib.array_api_compat.common._fft
import time:       286 |        543 |                                               scipy._lib.array_api_compat.numpy.fft
import time:       675 |      53278 |                                             scipy._lib.array_api_compat.numpy
import time:        96 |         96 |                                                   scipy._lib.array_api_extra._lib
import time:        84 |         84 |                                                       scipy._lib.array_api_extra._lib._utils
import time:       156 |        156 |                                                             scipy._lib._sparse
import time:       342 |        497 |                                                           scipy._lib._array_api_override
import time:       191 |        688 |                                                         scipy._lib._array_api_compat_vendor
import time:       243 |        930 |                                                       scipy._lib.array_api_extra._lib._utils._compat
import time:       187 |        187 |                                                         scipy._lib.array_api_extra._lib._utils._typing
import time:       318 |        504 |                                                       scipy._lib.array_api_extra._lib._utils._helpers
import time:       372 |       1890 |                                                     scipy._lib.array_api_extra._lib._at
import time:       399 |       2289 |                                                   scipy._lib.array_api_extra._lib._funcs
import time:       371 |       2755 |                                                 scipy._lib.array_api_extra._delegation
import time:       254 |        254 |                                                 scipy._lib.array_api_extra._lib._lazy
import time:       139 |       3147 |                                               scipy._lib.array_api_extra
import time:       320 |       3467 |                                             scipy._lib.array_api_extra.testing
import time:       197 |        197 |                                                   _pyrepl
import time:       415 |        611 |                                                 _pyrepl.pager
import time:      1086 |       1697 |                                               pydoc
import time:       859 |       2555 |                                             scipy._lib._docscrape
import time:       752 |      61800 |                                           scipy._lib._array_api
import time:       687 |      62486 |                                         scipy._lib._util
import time:       366 |      62852 |                                       scipy.sparse._sputils
import time:       206 |        206 |                                       scipy.sparse._matrix
import time:       795 |      63851 |                                     scipy.sparse._base
import time:      2047 |       2047 |                                       scipy.sparse._sparsetools
import time:       358 |        358 |                                         scipy.sparse._data
import time:       313 |        313 |                                         scipy.sparse._index
import time:       484 |       1154 |                                       scipy.sparse._compressed
import time:       410 |       3610 |                                     scipy.sparse._csr
import time:       317 |        317 |                                     scipy.sparse._csc
import time:      2133 |       2133 |                                       scipy.sparse._csparsetools
import time:       361 |       2494 |                                     scipy.sparse._lil
import time:       687 |        687 |                                     scipy.sparse._dok
import time:       777 |        777 |                                     scipy.sparse._coo
import time:       434 |        434 |                                     scipy.sparse._dia
import time:       379 |        379 |                                     scipy.sparse._bsr
import time:       333 |        333 |                                       scipy._lib.deprecation
import time:      1384 |       1717 |                                     scipy.sparse._construct
import time:       283 |        283 |                                     scipy.sparse._extract
import time:       244 |        244 |                                     scipy.sparse._matrix_io
import time:       167 |        167 |                                     scipy.sparse.base
import time:       166 |        166 |                                     scipy.sparse.bsr
import time:       187 |        187 |                                     scipy.sparse.compressed
import time:       215 |        215 |                                     scipy.sparse.construct
import time:       607 |        607 |                                     scipy.sparse.coo
import time:       105 |        105 |                                     scipy.sparse.csc
import time:       191 |        191 |                                     scipy.sparse.csr
import time:       178 |        178 |                                     scipy.sparse.data
import time:        72 |         72 |                                     scipy.sparse.dia
import time:        78 |         78 |                                     scipy.sparse.dok
import time:        92 |         92 |                                     scipy.sparse.extract
import time:        77 |         77 |                                     scipy.sparse.lil
import time:        76 |         76 |                                     scipy.sparse.sparsetools
import time:        73 |         73 |                                     scipy.sparse.sputils
import time:       514 |      83318 |                                   scipy.sparse
import time:       264 |        264 |                                         joblib._multiprocessing_helpers
import time:        91 |         91 |                                           joblib.externals
import time:       145 |        145 |                                           joblib.externals.loky._base
import time:       470 |        470 |                                               multiprocessing.synchronize
import time:       283 |        283 |                                                   multiprocessing.queues
import time:       372 |        655 |                                                 concurrent.futures.process
import time:       203 |        203 |                                                 joblib.externals.loky.backend.process
import time:       353 |       1210 |                                               joblib.externals.loky.backend.context
import time:        93 |       1771 |                                             joblib.externals.loky.backend
import time:        10 |       1780 |                                           joblib.externals.loky.backend.context
import time:        94 |         94 |                                             joblib.externals.loky.backend._posix_reduction
import time:       441 |        441 |                                               joblib.externals.cloudpickle.cloudpickle
import time:        96 |        537 |                                             joblib.externals.cloudpickle
import time:       141 |        770 |                                           joblib.externals.loky.backend.reduction
import time:        23 |         23 |                                               faulthandler
import time:       259 |        259 |                                               joblib.externals.loky.backend.queues
import time:        34 |         34 |                                                 psutil
import time:       102 |        136 |                                               joblib.externals.loky.backend.utils
import time:       195 |        195 |                                               joblib.externals.loky.initializers
import time:        26 |         26 |                                               psutil
import time:       470 |       1105 |                                             joblib.externals.loky.process_executor
import time:       260 |       1365 |                                           joblib.externals.loky.reusable_executor
import time:       107 |        107 |                                           joblib.externals.loky.cloudpickle_wrapper
import time:       171 |       4427 |                                         joblib.externals.loky
import time:       175 |       4866 |                                       joblib._cloudpickle_wrapper
import time:       470 |        470 |                                         joblib._utils
import time:       444 |        444 |                                         multiprocessing.pool
import time:       177 |        177 |                                             joblib.backports
import time:        98 |         98 |                                             joblib.disk
import time:       126 |        126 |                                               joblib.externals.loky.backend.spawn
import time:       283 |        409 |                                             joblib.externals.loky.backend.resource_tracker
import time:        32 |         32 |                                                 lz4
import time:       337 |        369 |                                               joblib.compressor
import time:       229 |        229 |                                                 joblib.numpy_pickle_utils
import time:       237 |        466 |                                               joblib.numpy_pickle_compat
import time:       293 |       1127 |                                             joblib.numpy_pickle
import time:       379 |       2189 |                                           joblib._memmapping_reducer
import time:       121 |       2309 |                                         joblib.executor
import time:       229 |        229 |                                         joblib.pool
import time:       355 |       3804 |                                       joblib._parallel_backends
import time:       115 |        115 |                                         joblib.logger
import time:       362 |        477 |                                       joblib._store_backends
import time:       142 |        142 |                                       joblib.hashing
import time:       327 |        327 |                                         joblib.func_inspect
import time:       819 |       1146 |                                       joblib.memory
import time:       471 |        471 |                                       joblib.parallel
import time:       212 |      11115 |                                     joblib
import time:       290 |        290 |                                         scipy.special._sf_error
import time:      2036 |       2036 |                                           scipy.special._ufuncs_cxx
import time:      1718 |       1718 |                                           scipy.special._ellip_harm_2
import time:      3421 |       3421 |                                           scipy.special._special_ufuncs
import time:      1946 |       1946 |                                           scipy.special._gufuncs
import time:      2399 |      11518 |                                         scipy.special._ufuncs
import time:       256 |        256 |                                           scipy.special._input_validation
import time:      2042 |       2042 |                                           scipy.special._specfun
import time:      1770 |       1770 |                                           scipy.special._comb
import time:       752 |       4819 |                                         scipy.special._basic
import time:       253 |        253 |                                           scipy.special._spfun_stats
import time:     12543 |      12796 |                                         scipy.special._support_alternative_backends
import time:       788 |        788 |                                         scipy.special._logsumexp
import time:       747 |        747 |                                         scipy.special._multiufuncs
import time:      3740 |       3740 |                                         scipy.special._orthogonal
import time:       352 |        352 |                                         scipy.special._ellip_harm
import time:       219 |        219 |                                         scipy.special._lambertw
import time:       247 |        247 |                                         scipy.special._spherical_bessel
import time:       194 |        194 |                                         scipy.special.add_newdocs
import time:       175 |        175 |                                         scipy.special.basic
import time:       311 |        311 |                                         scipy.special.orthogonal
import time:       187 |        187 |                                         scipy.special.specfun
import time:        76 |         76 |                                         scipy.special.sf_error
import time:        75 |         75 |                                         scipy.special.spfun_stats
import time:       451 |      36977 |                                       scipy.special
import time:        91 |         91 |                                       sklearn.externals
import time:       601 |        601 |                                             sklearn.externals.array_api_compat.common._typing
import time:       410 |       1011 |                                           sklearn.externals.array_api_compat.common._helpers
import time:       234 |       1245 |                                         sklearn.externals.array_api_compat.common
import time:       261 |       1505 |                                       sklearn.externals.array_api_compat
import time:       196 |        196 |                                           sklearn.externals.array_api_extra._lib
import time:       184 |        184 |                                               sklearn.externals.array_api_extra._lib._utils
import time:       213 |        213 |                                                 sklearn.externals._array_api_compat_vendor
import time:       242 |        454 |                                               sklearn.externals.array_api_extra._lib._utils._compat
import time:       159 |        159 |                                                 sklearn.externals.array_api_extra._lib._utils._typing
import time:       537 |        695 |                                               sklearn.externals.array_api_extra._lib._utils._helpers
import time:       355 |       1686 |                                             sklearn.externals.array_api_extra._lib._at
import time:       369 |       2054 |                                           sklearn.externals.array_api_extra._lib._funcs
import time:       257 |       2507 |                                         sklearn.externals.array_api_extra._delegation
import time:       282 |        282 |                                         sklearn.externals.array_api_extra._lib._lazy
import time:       242 |       3030 |                                       sklearn.externals.array_api_extra
import time:       206 |        206 |                                           sklearn.externals.array_api_compat._internal
import time:     26239 |      26239 |                                           sklearn.externals.array_api_compat.common._aliases
import time:       132 |        132 |                                             sklearn.externals.array_api_compat.numpy._typing
import time:       387 |        519 |                                           sklearn.externals.array_api_compat.numpy._info
import time:       761 |      27722 |                                         sklearn.externals.array_api_compat.numpy._aliases
import time:       557 |        557 |                                           sklearn.externals.array_api_compat.common._linalg
import time:       403 |        959 |                                         sklearn.externals.array_api_compat.numpy.linalg
import time:       253 |        253 |                                           sklearn.externals.array_api_compat.common._fft
import time:       402 |        655 |                                         sklearn.externals.array_api_compat.numpy.fft
import time:       338 |      29673 |                                       sklearn.externals.array_api_compat.numpy
import time:       170 |        170 |                                       sklearn.utils._dataframe
import time:       550 |        550 |                                               scipy.sparse.linalg._interface
import time:       220 |        220 |                                               scipy.sparse.linalg._isolve.utils
import time:      2312 |       2312 |                                                     scipy.linalg._fblas
import time:        20 |         20 |                                                     scipy.linalg._cblas
import time:       282 |       2613 |                                                   scipy.linalg.blas
import time:      2675 |       2675 |                                                     scipy.linalg._flapack
import time:        24 |         24 |                                                     scipy.linalg._clapack
import time:       738 |       3436 |                                                   scipy.linalg.lapack
import time:       478 |       6526 |                                                 scipy.linalg._misc
import time:      3415 |       3415 |                                                   scipy.linalg.cython_lapack
import time:      2443 |       5857 |                                                 scipy.linalg._cythonized_array_utils
import time:      1920 |       1920 |                                                   scipy.linalg._decomp
import time:       944 |        944 |                                                   scipy.linalg._decomp_svd
import time:      1863 |       1863 |                                                   scipy.linalg._solve_toeplitz
import time:      2008 |       2008 |                                                   scipy.linalg._batched_linalg
import time:      1581 |       8315 |                                                 scipy.linalg._basic
import time:      1915 |       1915 |                                                   scipy.linalg._decomp_lu_cython
import time:       480 |       2395 |                                                 scipy.linalg._decomp_lu
import time:       491 |        491 |                                                 scipy.linalg._decomp_ldl
import time:       604 |        604 |                                                 scipy.linalg._decomp_cholesky
import time:       704 |        704 |                                                 scipy.linalg._decomp_qr
import time:       650 |        650 |                                                 scipy.linalg._decomp_qz
import time:       427 |        427 |                                                 scipy.linalg._decomp_schur
import time:       215 |        215 |                                                 scipy.linalg._decomp_polar
import time:       501 |        501 |                                                   scipy.linalg._expm_frechet
import time:      2111 |       2111 |                                                   scipy.linalg._matfuncs_schur_sqrtm
import time:      2124 |       2124 |                                                   scipy.linalg._matfuncs_expm
import time:      1840 |       1840 |                                                   scipy.linalg._linalg_pythran
import time:      1118 |       7693 |                                                 scipy.linalg._matfuncs
import time:       567 |        567 |                                                 scipy.linalg._special_matrices
import time:       566 |        566 |                                                 scipy.linalg._solvers
import time:       520 |        520 |                                                 scipy.linalg._procrustes
import time:      2258 |       2258 |                                                   scipy.linalg.cython_blas
import time:      2756 |       5013 |                                                 scipy.linalg._decomp_update
import time:       483 |        483 |                                                 scipy.linalg._sketches
import time:       293 |        293 |                                                 scipy.linalg._decomp_cossin
import time:       186 |        186 |                                                 scipy.linalg.decomp
import time:       141 |        141 |                                                 scipy.linalg.decomp_cholesky
import time:       496 |        496 |                                                 scipy.linalg.decomp_lu
import time:       105 |        105 |                                                 scipy.linalg.decomp_qr
import time:        99 |         99 |                                                 scipy.linalg.decomp_svd
import time:        98 |         98 |                                                 scipy.linalg.decomp_schur
import time:        92 |         92 |                                                 scipy.linalg.basic
